aadi:0.8450980400142568:6,0.8450980400142568; 
muert:0.3424226808222063:6,1.0257734340994447; 0,0.5057998199405678; 1,0.5485816770685215; 2,0.44550217894536387; 4,0.44550217894536387; 
muestr:0.8450980400142568:6,1.0994978993353877; 
muev:0.8450980400142568:6,1.7571119958692483; 
mug:0.8450980400142568:6,1.0994978993353877; 
mugr:0.8450980400142568:6,0.8450980400142568; 
mugrient:0.8450980400142568:6,1.2483122772269866; 
muil:0.8450980400142568:1,1.0994978993353877; 
muj:0.8450980400142568:6,2.040889243056806; 
mujer:0.8450980400142568:6,1.5027121365481173; 
multicolor:0.8450980400142568:6,0.8450980400142568; 
multitud:0.8450980400142568:6,1.8626974772987799; 
mur:0.6020599913279624:2,0.6020599913279624; 6,1.7478343323926642; 
muri:0.8450980400142568:6,0.8450980400142568; 
murmull:0.8450980400142568:6,1.6515265144397162; 
murmur:0.8450980400142568:6,2.117097336619911; 
muscul:0.8450980400142568:6,1.3538977586565184; 
musl:0.8450980400142568:6,0.8450980400142568; 
mutism:0.8450980400142568:6,0.8450980400142568; 
mutu:0.8450980400142568:6,0.8450980400142568; 
mxim:0.8450980400142568:6,1.0994978993353877; 
nac:0.8450980400142568:6,0.8450980400142568; 
nad:0.8450980400142568:6,0.8450980400142568; 
nariz:0.8450980400142568:6,1.813688596571326; 
narr:0.8450980400142568:4,0.8450980400142568; 
narracin:0.8450980400142568:3,0.8450980400142568; 
natural:0.8450980400142568:6,1.725176957126657; 
naturalez:0.8450980400142568:6,0.8450980400142568; 
naur:0.8450980400142568:2,0.8450980400142568; 
nauseabund:0.8450980400142568:6,1.0994978993353877; 
nazgl:0.3979400086720376:0,0.6375237668421739; 2,0.3979400086720376; 4,0.3979400086720376; 5,0.6375237668421739; 
neblin:0.8450980400142568:6,1.2483122772269866; 
nebul:0.8450980400142568:6,1.2483122772269866; 
necesari:0.8450980400142568:6,1.2483122772269866; 
necesit:0.8450980400142568:6,2.3224883152135876; 
necesitarn:0.8450980400142568:6,0.8450980400142568; 
necesitb:0.8450980400142568:6,0.8450980400142568; 
neg:0.3979400086720376:6,0.9068072277246056; 0,0.3979400086720376; 2,0.5177318877571058; 5,0.3979400086720376; 
negat:0.6020599913279624:6,0.7832981079068755; 4,0.6020599913279624; 
negb:0.8450980400142568:6,0.8450980400142568; 
negndol:0.8450980400142568:6,0.8450980400142568; 
negndos:0.8450980400142568:6,1.0994978993353877; 
negndosel:0.8450980400142568:6,0.8450980400142568; 
negr:0.3424226808222063:0,0.5057998199405678; 1,0.3424226808222063; 2,0.3424226808222063; 4,0.3424226808222063; 6,0.9017593284202772; 
negrur:0.8450980400142568:6,1.2483122772269866; 
nen:0.8450980400142568:6,0.8450980400142568; 
nervi:0.8450980400142568:6,1.905926373760847; 
nervios:0.8450980400142568:6,1.5592887372501953; 
neuron:0.8450980400142568:6,0.8450980400142568; 
neutraliz:0.8450980400142568:6,0.8450980400142568; 
nev:0.8450980400142568:6,0.8450980400142568; 
newt:0.8450980400142568:6,3.0985671590439607; 
newton:0.8450980400142568:6,1.2483122772269866; 
ngul:0.8450980400142568:6,0.8450980400142568; 
nia:0.8450980400142568:6,1.0994978993353877; 
nic:0.47712125471966244:1,0.47712125471966244; 5,0.47712125471966244; 6,1.3632940658485522; 
nick:0.8450980400142568:6,0.8450980400142568; 
nid:0.8450980400142568:6,0.8450980400142568; 
niebl:0.6020599913279624:6,1.0228818660770116; 5,0.6020599913279624; 
nieg:0.8450980400142568:3,0.8450980400142568; 
niev:0.8450980400142568:6,0.8450980400142568; 
nim:0.8450980400142568:6,1.6515265144397162; 
ningn:0.8450980400142568:6,1.8626974772987799; 
nio:0.8450980400142568:6,1.9257702018406655; 
niodesesperadoportenerunamig:0.8450980400142568:6,0.8450980400142568; 
nios:0.8450980400142568:6,1.0994978993353877; 
nitidez:0.8450980400142568:6,0.8450980400142568; 
nivel:0.8450980400142568:6,0.8450980400142568; 
nmer:0.8450980400142568:6,1.608297617977649; 
nob:0.8450980400142568:5,0.8450980400142568; 
nobl:0.8450980400142568:6,0.8450980400142568; 
noblez:0.8450980400142568:6,0.8450980400142568; 
noch:0.6020599913279624:5,0.6020599913279624; 6,1.8787727139600596; 
nocin:0.8450980400142568:6,0.8450980400142568; 
nocturn:0.8450980400142568:6,1.2483122772269866; 
nombr:0.6020599913279624:6,1.292097826549137; 2,0.6020599913279624; 
nombrart:0.8450980400142568:6,0.8450980400142568; 
noms:0.8450980400142568:6,1.4357962207073829; 
nonononon:0.8450980400142568:6,0.8450980400142568; 
noooo:0.8450980400142568:6,0.8450980400142568; 
noooooooooo:0.8450980400142568:6,0.8450980400142568; 
norest:0.8450980400142568:6,1.2483122772269866; 
normal:0.8450980400142568:6,2.068088455892457; 
normaliz:0.8450980400142568:6,0.8450980400142568; 
noroest:0.8450980400142568:6,0.8450980400142568; 
not:0.8450980400142568:6,2.2659117145115095; 
notabl:0.8450980400142568:6,0.8450980400142568; 
notici:0.47712125471966244:6,1.0382593919051366; 3,0.47712125471966244; 5,0.47712125471966244; 
notori:0.8450980400142568:6,0.8450980400142568; 
nov:0.8450980400142568:6,0.8450980400142568; 
novat:0.8450980400142568:6,2.2339766757689183; 
noved:0.8450980400142568:6,1.0994978993353877; 
novedad:0.8450980400142568:6,0.8450980400142568; 
novi:0.8450980400142568:6,1.4357962207073829; 
novici:0.8450980400142568:6,0.8450980400142568; 
ntid:0.8450980400142568:6,1.5027121365481173; 
nub:0.6020599913279624:6,1.0228818660770116; 0,0.6020599913279624; 
nubl:0.6020599913279624:6,0.7832981079068755; 4,0.6020599913279624; 
nud:0.8450980400142568:6,1.5592887372501953; 
nudill:0.8450980400142568:6,1.0994978993353877; 
nuev:0.8450980400142568:6,1.9445959393496444; 
nuevit:0.8450980400142568:6,2.22553903024968; 
num:0.8450980400142568:6,0.8450980400142568; 
numer:0.6020599913279624:6,0.7832981079068755; 4,0.6020599913279624; 
nus:0.8450980400142568:6,1.5592887372501953; 
oa:0.8450980400142568:6,1.0994978993353877; 
oan:0.8450980400142568:6,1.0994978993353877; 
obedec:0.8450980400142568:6,0.8450980400142568; 
obedeci:0.8450980400142568:6,1.2483122772269866; 
objet:0.47712125471966244:6,0.9542425094393249; 1,0.47712125471966244; 3,0.7047659464249274; 
oblig:0.3424226808222063:6,0.7348829153646379; 0,0.44550217894536387; 1,0.3424226808222063; 3,0.3424226808222063; 4,0.3424226808222063; 
obligatori:0.8450980400142568:6,0.8450980400142568; 
obligndol:0.8450980400142568:6,0.8450980400142568; 
obligndos:0.8450980400142568:6,0.8450980400142568; 
obra:0.6020599913279624:6,0.7832981079068755; 5,0.6020599913279624; 
obras:0.8450980400142568:2,0.8450980400142568; 
observ:0.6020599913279624:0,0.6020599913279624; 6,1.7843780736295858; 
observacin:0.8450980400142568:6,0.8450980400142568; 
observndol:0.8450980400142568:6,1.5592887372501953; 
obsesion:0.6020599913279624:6,0.6020599913279624; 1,0.6020599913279624; 
obstaculiz:0.8450980400142568:6,0.8450980400142568; 
obstant:0.8450980400142568:0,0.8450980400142568; 
obstcul:0.8450980400142568:6,1.0994978993353877; 
obten:0.8450980400142568:6,0.8450980400142568; 
obtuv:0.8450980400142568:6,1.0994978993353877; 
obvi:0.8450980400142568:6,1.99589156526558; 
ocan:0.8450980400142568:6,0.8450980400142568; 
ocasin:0.8450980400142568:6,1.0994978993353877; 
ocasion:0.8450980400142568:5,0.8450980400142568; 
ocasional:0.8450980400142568:6,0.8450980400142568; 
occidental:0.8450980400142568:6,0.8450980400142568; 
ocult:0.47712125471966244:6,0.9920215649038341; 0,0.47712125471966244; 1,0.47712125471966244; 
ocultndol:0.8450980400142568:0,0.8450980400142568; 
ocup:0.8450980400142568:6,2.026494401400509; 
ocupacin:0.8450980400142568:6,0.8450980400142568; 
ocuparn:0.8450980400142568:6,0.8450980400142568; 
ocupmon:0.8450980400142568:6,0.8450980400142568; 
ocurr:0.3979400086720376:0,0.3979400086720376; 1,0.3979400086720376; 4,0.5878056449127935; 6,1.1166912831824463; 
ocurri:0.8450980400142568:6,2.0934103172412435; 
ocurrir:0.8450980400142568:6,1.0994978993353877; 
odi:0.8450980400142568:6,2.080967721759438; 
odiart:0.8450980400142568:6,0.8450980400142568; 
odo:0.8450980400142568:6,1.5027121365481173; 
odos:0.8450980400142568:6,1.6515265144397162; 
oest:0.3979400086720376:6,0.8659537744997631; 2,0.3979400086720376; 3,0.5177318877571058; 4,0.3979400086720376; 
ofend:0.8450980400142568:6,1.0994978993353877; 
ofendert:0.8450980400142568:6,0.8450980400142568; 
oficial:0.8450980400142568:6,1.3538977586565184; 
ofrec:0.8450980400142568:6,1.4357962207073829; 
ofreci:0.6020599913279624:6,0.6020599913279624; 4,0.7832981079068755; 
ofrecindol:0.8450980400142568:0,0.8450980400142568; 
oh:0.8450980400142568:6,0.8450980400142568; 
oig:0.8450980400142568:6,0.8450980400142568; 
ojal:0.8450980400142568:6,1.5592887372501953; 
oje:0.8450980400142568:6,1.2483122772269866; 
ojit:0.8450980400142568:6,0.8450980400142568; 
ojo:0.8450980400142568:6,1.5592887372501953; 
ojos:0.6020599913279624:1,0.6020599913279624; 6,1.990019816824903; 
ola:0.8450980400142568:6,1.9445959393496444; 
ole:0.8450980400142568:6,0.8450980400142568; 
oler:0.8450980400142568:6,0.8450980400142568; 
olerl:0.8450980400142568:6,1.0994978993353877; 
olfat:0.8450980400142568:6,0.8450980400142568; 
oli:0.8450980400142568:6,0.8450980400142568; 
olor:0.8450980400142568:6,1.9257702018406655; 
olvdal:0.8450980400142568:6,1.4357962207073829; 
olvdat:0.8450980400142568:6,0.8450980400142568; 
olvid:0.8450980400142568:6,2.0115118551903786; 
olvidart:0.8450980400142568:6,0.8450980400142568; 
olvidndot:0.8450980400142568:6,0.8450980400142568; 
omer:0.47712125471966244:0,0.47712125471966244; 2,0.47712125471966244; 3,0.6207490639591157; 
once:0.8450980400142568:6,0.8450980400142568; 
ondas:0.8450980400142568:6,0.8450980400142568; 
ondul:0.8450980400142568:6,0.8450980400142568; 
opac:0.8450980400142568:6,1.0994978993353877; 
opcin:0.8450980400142568:6,1.608297617977649; 
opcion:0.8450980400142568:6,1.2483122772269866; 
opin:0.8450980400142568:6,1.0994978993353877; 
opinin:0.8450980400142568:6,1.5027121365481173; 
opon:0.8450980400142568:6,0.8450980400142568; 
oponent:0.6020599913279624:6,0.6020599913279624; 3,0.6020599913279624; 
oportun:0.6020599913279624:6,1.070553726385782; 3,0.7832981079068755; 
oprim:0.8450980400142568:6,1.7571119958692483; 
oprimi:0.8450980400142568:6,0.8450980400142568; 
oprmel:0.8450980400142568:6,0.8450980400142568; 
opt:0.8450980400142568:6,0.8450980400142568; 
optar:0.8450980400142568:6,0.8450980400142568; 
optim:0.8450980400142568:6,0.8450980400142568; 
opuest:0.8450980400142568:6,1.5027121365481173; 
opus:0.8450980400142568:6,1.0994978993353877; 
or:0.8450980400142568:6,1.4357962207073829; 
orcos:0.3424226808222063:0,0.44550217894536387; 1,0.3424226808222063; 2,0.5057998199405678; 3,0.44550217894536387; 4,0.5057998199405678; 
orde:0.8450980400142568:6,0.8450980400142568; 
orden:0.6020599913279624:6,0.8893156098068689; 5,0.6020599913279624; 
ordenndol:0.8450980400142568:6,0.8450980400142568; 
ored:0.8450980400142568:3,0.8450980400142568; 
orej:0.8450980400142568:6,1.3538977586565184; 
organ:0.8450980400142568:6,1.0994978993353877; 
organiz:0.8450980400142568:6,1.3538977586565184; 
organizacin:0.8450980400142568:6,0.8450980400142568; 
orgull:0.8450980400142568:6,1.5027121365481173; 
orient:0.8450980400142568:6,1.2483122772269866; 
orientacin:0.8450980400142568:6,0.8450980400142568; 
oriental:0.8450980400142568:6,0.8450980400142568; 
orifici:0.8450980400142568:6,1.4357962207073829; 
orig:0.8450980400142568:6,1.2483122772269866; 
origin:0.8450980400142568:6,1.2483122772269866; 
original:0.8450980400142568:6,1.3538977586565184; 
orill:0.6020599913279624:6,0.6020599913279624; 4,0.7832981079068755; 
orin:0.8450980400142568:6,0.8450980400142568; 
orla:0.8450980400142568:6,0.8450980400142568; 
orlo:0.8450980400142568:6,1.3538977586565184; 
orme:0.8450980400142568:6,1.2483122772269866; 
orodruin:0.6020599913279624:2,0.8893156098068689; 4,0.6020599913279624; 
orse:0.8450980400142568:4,0.8450980400142568; 
orthanc:0.6020599913279624:2,0.6020599913279624; 3,0.8893156098068689; 
oscil:0.8450980400142568:6,1.0994978993353877; 
oscilacin:0.8450980400142568:6,0.8450980400142568; 
oscur:0.47712125471966244:3,0.47712125471966244; 5,0.47712125471966244; 6,1.4313637641589874; 
oscurec:0.8450980400142568:6,1.2483122772269866; 
oscureci:0.8450980400142568:6,1.0994978993353877; 
osit:0.8450980400142568:6,0.8450980400142568; 
oste:0.8450980400142568:6,1.0994978993353877; 
ovej:0.8450980400142568:6,1.5027121365481173; 
ovill:0.8450980400142568:6,0.8450980400142568; 
owyn:0.6020599913279624:0,0.7832981079068755; 2,0.6020599913279624; 
oxgen:0.8450980400142568:6,1.0994978993353877; 
oxid:0.8450980400142568:6,1.3538977586565184; 
oy:0.8450980400142568:6,1.4357962207073829; 
oye:0.8450980400142568:1,0.8450980400142568; 
oyend:0.8450980400142568:6,0.8450980400142568; 
oyeron:0.8450980400142568:6,1.0994978993353877; 
oyes:0.8450980400142568:6,1.2483122772269866; 
p:0.8450980400142568:6,0.8450980400142568; 
pa:0.8450980400142568:6,0.8450980400142568; 
paal:0.8450980400142568:6,1.0994978993353877; 
pacfic:0.8450980400142568:6,0.8450980400142568; 
pacienci:0.8450980400142568:6,1.3538977586565184; 
pacient:0.8450980400142568:6,1.0994978993353877; 
padr:0.8450980400142568:6,1.5027121365481173; 
pag:0.6020599913279624:6,0.6020599913279624; 0,0.6020599913279624; 
paig:0.8450980400142568:6,0.8450980400142568; 
pal:0.8450980400142568:6,1.4357962207073829; 
palabr:0.8450980400142568:6,2.409592842076777; 
palad:0.8450980400142568:6,0.8450980400142568; 
palant:0.8450980400142568:3,0.8450980400142568; 
palidez:0.8450980400142568:6,1.2483122772269866; 
paliz:0.8450980400142568:6,1.2483122772269866; 
palm:0.8450980400142568:6,1.9257702018406655; 
palmendol:0.8450980400142568:6,0.8450980400142568; 
palpabl:0.8450980400142568:6,0.8450980400142568; 
palpit:0.8450980400142568:6,0.8450980400142568; 
pan:0.8450980400142568:6,1.5592887372501953; 
pane:0.8450980400142568:6,0.8450980400142568; 
panecill:0.8450980400142568:6,0.8450980400142568; 
pantall:0.8450980400142568:6,1.2483122772269866; 
pantaln:0.8450980400142568:6,0.8450980400142568; 
pantalon:0.8450980400142568:6,1.608297617977649; 
pantorrill:0.8450980400142568:6,0.8450980400142568; 
pap:0.8450980400142568:6,1.608297617977649; 
papel:0.8450980400142568:6,2.0934103172412435; 
papill:0.8450980400142568:6,0.8450980400142568; 
par:0.6020599913279624:5,0.6020599913279624; 6,1.8538518342926573; 
paraliz:0.8450980400142568:6,1.608297617977649; 
paras:0.8450980400142568:6,1.0994978993353877; 
parec:0.6020599913279624:4,0.6020599913279624; 6,1.9402686506715956; 
parecer:0.8450980400142568:6,0.8450980400142568; 
pareci:0.8450980400142568:6,2.1603262330819777; 
pared:0.8450980400142568:6,2.3771875644288016; 
parej:0.8450980400142568:6,0.8450980400142568; 
parlot:0.8450980400142568:6,1.0994978993353877; 
parpad:0.8450980400142568:6,1.7571119958692483; 
parpade:0.8450980400142568:6,0.8450980400142568; 
part:0.3010299956639812:6,0.6550687422779592; 0,0.39164905395343774; 1,0.3010299956639812; 2,0.3010299956639812; 3,0.39164905395343774; 5,0.44465780490343443; 
parth:0.47712125471966244:0,0.47712125471966244; 3,0.47712125471966244; 4,0.47712125471966244; 
parti:0.47712125471966244:6,0.47712125471966244; 4,0.6207490639591157; 5,0.47712125471966244; 
particip:0.8450980400142568:6,0.8450980400142568; 
particular:0.8450980400142568:6,0.8450980400142568; 
partirt:0.8450980400142568:6,0.8450980400142568; 
pas:0.3424226808222063:1,0.3424226808222063; 2,0.3424226808222063; 4,0.5057998199405678; 5,0.3424226808222063; 6,1.1891505732178063; 
pasadiz:0.8450980400142568:6,1.99589156526558; 
pasador:0.8450980400142568:6,1.2483122772269866; 
pasaj:0.8450980400142568:6,1.3538977586565184; 
pasajer:0.8450980400142568:6,0.8450980400142568; 
pasars:0.8450980400142568:6,0.8450980400142568; 
pasart:0.8450980400142568:6,0.8450980400142568; 
pasatiemp:0.8450980400142568:6,0.8450980400142568; 
pase:0.8450980400142568:6,0.8450980400142568; 
pasill:0.8450980400142568:6,2.2339766757689183; 
pasin:0.8450980400142568:6,1.0994978993353877; 
pastel:0.8450980400142568:6,0.8450980400142568; 
pat:0.8450980400142568:6,2.040889243056806; 
patal:0.8450980400142568:6,0.8450980400142568; 
pati:0.8450980400142568:6,1.8849480118086925; 
patin:0.8450980400142568:6,0.8450980400142568; 
patinaz:0.8450980400142568:6,0.8450980400142568; 
patit:0.8450980400142568:6,0.8450980400142568; 
patrn:0.8450980400142568:6,1.0994978993353877; 
patron:0.8450980400142568:6,1.0994978993353877; 
pattic:0.8450980400142568:6,1.6515265144397162; 
paus:0.8450980400142568:6,2.2169028337840557; 
pausad:0.8450980400142568:6,1.0994978993353877; 
paut:0.8450980400142568:6,1.0994978993353877; 
pav:0.8450980400142568:6,0.8450980400142568; 
pavor:0.8450980400142568:6,1.0994978993353877; 
payas:0.8450980400142568:6,0.8450980400142568; 
paz:0.6020599913279624:6,1.0228818660770116; 5,0.6020599913279624; 
pblic:0.8450980400142568:6,0.8450980400142568; 
pec:0.8450980400142568:6,0.8450980400142568; 
pech:0.8450980400142568:6,2.1989957986707753; 
peculi:0.8450980400142568:6,0.8450980400142568; 
ped:0.6020599913279624:6,1.3428640582624667; 4,0.6020599913279624; 
pedaz:0.8450980400142568:6,1.7571119958692483; 
pedrsel:0.8450980400142568:6,0.8450980400142568; 
peg:0.8450980400142568:6,1.8849480118086925; 
pegaj:0.8450980400142568:6,0.8450980400142568; 
pegndos:0.8450980400142568:6,0.8450980400142568; 
pegot:0.8450980400142568:6,0.8450980400142568; 
pegunt:0.8450980400142568:6,0.8450980400142568; 
pel:0.8450980400142568:6,2.3224883152135876; 
pelarg:0.8450980400142568:0,0.8450980400142568; 
pelcul:0.8450980400142568:6,1.0994978993353877; 
pelda:0.8450980400142568:6,1.3538977586565184; 
pele:0.8450980400142568:6,1.3538977586565184; 
pelennor:0.8450980400142568:0,0.8450980400142568; 
peligr:0.47712125471966244:6,0.8483937556643807; 3,0.47712125471966244; 4,0.47712125471966244; 
pellej:0.8450980400142568:6,0.8450980400142568; 
pellizc:0.8450980400142568:6,1.0994978993353877; 
pelot:0.8450980400142568:6,1.0994978993353877; 
peluch:0.8450980400142568:6,0.8450980400142568; 
pen:0.8450980400142568:6,1.7864893837356755; 
pendul:0.8450980400142568:6,0.8450980400142568; 
penetr:0.6020599913279624:0,0.6020599913279624; 6,1.1765712282857754; 
penitent:0.8450980400142568:6,2.8566098952046355; 
pens:0.6020599913279624:3,0.6020599913279624; 6,1.9627585515788324; 
pensamient:0.8450980400142568:6,2.3224883152135876; 
pensars:0.8450980400142568:6,0.8450980400142568; 
peor:0.8450980400142568:6,2.1603262330819777; 
pequ:0.8450980400142568:6,1.2483122772269866; 
peque:0.6020599913279624:6,1.5390474614436016; 5,0.6020599913279624; 
percept:0.8450980400142568:6,0.8450980400142568; 
percib:0.8450980400142568:6,1.6901960800285136; 
percibi:0.8450980400142568:6,1.0994978993353877; 
perd:0.6020599913279624:5,0.7832981079068755; 6,1.630119676741373; 
perdi:0.8450980400142568:6,1.608297617977649; 
perdindos:0.8450980400142568:6,0.8450980400142568; 
perdn:0.8450980400142568:6,1.5027121365481173; 
